ID,smiles,assign
Enamine_839.maegz,c1cccc(c12)O[C@@H](C)[C@H](O2)C(=O)NCc3c(C)cc(C)cc3C,train
PDBuniq_1316.maegz,Cc1c(C#N)n[nH]c1-c(c2)cc(F)c(c23)NC(=O)C3(C)C,train
DEKOLS2_925.maegz,C1CNC(=O)n(c1c23)n(C)c2[n+]([O-])c4c(c3=O)cc(Cl)cc4,train
GLL_493.maegz,[O-]C(=O)Cc(c1)ccc(c12)C[C@H](C2)NS(=O)(=O)c(cc3)ccc3C,train
PDBuniq_1379.maegz,c1cc(C([O-])=O)ccc1C(=O)N(CC2)Cc(c2c34)c(=O)oc3cccc4,train
GLL_10953.maegz,n1ccccc1N(C)C(=O)c2cc(c(Cl)cc2)-n(c3=O)c(=O)[nH]c(c34)cccc4CO,train
Enamine_8728.maegz,[NH2+]1CCCC[C@H]1C(=O)NCCc2cccc(c23)cccc3,train
GLL_1876.maegz,C1C[N@@H+](C)CC[C@@H]1c2n[nH]c(c23)ccc(c3)N,train
DEKOLS2_22.maegz,C1CCCC[NH+]1CCCOc(cc2)ccc2CCNc3c(CCCC4)c4[nH+]c(c35)cccc5,train
Enamine_5438.maegz,n1ccccc1N(C)C(=O)[C@@H](CCC2=O)[C@H](N2C3CC3)c4ccnn4C,train
GLL_7704.maegz,c1cccc(c12)[nH]cc2C[C@](C)(C(=O)N[C@@H]3[C@@H](O)CCCC3)NC(=O)OC45C[C@@H]6C[C@H](C4)C[C@H](C5)C6,train
GLL_2034.maegz,c1cc(F)ccc1C(=O)OC[C@H]2CC[N@H+](CC2)C[C@H](C3)CSc(c34)ccc(F)c4,train
Enamine_10099.maegz,n1[nH]ccc1C(=O)Nc2cccc(n2)OCC(F)F,train
PDBuniq_4363.maegz,[NH3+]CCN(C)Cc1c(n[nH]c1)-c2ccc(F)cc2,train
Enamine_3672.maegz,CCc1nnc(o1)[C@H]([C@@H]2C)CCC[N@@H+]2Cc3ccno3,train
PDBuniq_2935.maegz,NC(=O)c1ccc(nc1)NCc2cc(N(C)C)ccc2,train
GLL_14614.maegz,C1CCC[C@@H]2[C@H](N(CC3)C/C=C/I)Cc(c4[C@@]123)ccc(c4)O,train
PDBuniq_2400.maegz,[O-]C(=O)C(=O)CCCC([O-])=O,train
Enamine_2525.maegz,OCCC1(CC1)CNc2ncnc(c23)[nH]nc3,train
PDBuniq_2559.maegz,O1COc(c12)ccc(c2C([O-])=O)/C=C\3C(=O)Nc(c34)cccc4,train
Enamine_3292.maegz,[O-]C(=O)[C@@H]1C[C@@H](C1)NC(=O)c2c(C)csc2,train
PDBuniq_1593.maegz,C[C@@H](O)c1cc(ccc1)NC(=O)c2nn(Cc3ccc(F)cc3)c(c24)[C@H](C)CN(C4)C(=O)c5ccc[nH]5,train
GLL_7191.maegz,c1ccc(F)cc1NC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](c(n2)oc(C)c2C([O-])=O)Cc3cn(C)c(c34)cccc4,train
Enamine_3527.maegz,Cc1nc(ccn1)NC(=O)N(CCC2)[C@@H]([C@@H]23)CN(C)C3=O,train
Enamine_1901.maegz,C1OCCC[C@H]1[C@H](C([O-])=O)NC(=O)c2cc(ccc2)-n3cncn3,train
GLL_7093.maegz,O1COc(c12)ccc(c2)[C@@H](O)Cc3c(ccs3)S(=O)(=O)[N-]c(on4)c(Cl)c4C,train
GLL_1197.maegz,FC(F)(F)c1cc(ccc1)N(CC2)CCN2CCCNc3c(=O)n(C)c(=O)n(n3)C,train
GLL_3195.maegz,c1cccc(Br)c1CNC(=O)c(c2)cc(N)n(c23)nc(n3)-c(s4)ccc4C,train
Enamine_2708.maegz,c1ccccc1[C@](C([O-])=O)(CC)CNC(=O)c2c(Cl)cnn2C,train
GLL_10.maegz,[O-]C(=O)CCC/C=C(/C1)C[C@H]([C@H]12)C[C@@H](O)[C@@H]2\C=C\[C@@H](O)CCCCC,train
GLL_15381.maegz,c1c(F)ccc(c12)N(C)C(=O)[C@H]2CC[NH+](CC3)CCN3c4cccc(c45)cccc5,train
Enamine_9894.maegz,n1[nH]cc(C)c1C(=O)NCc2c(cncc2)O[C@H]3CC[NH2+]C3,train
GLL_12869.maegz,c1cccc(c12)O[C@@H](CC2)C[NH2+]Cc3cc(ccc3)-c4ccc(F)cc4,train
DEKOLS2_457.maegz,C1CCC[NH+]1CCOc(cc2)ccc2Nc(n3)nnc(c34)cc(cc4C)-c5c(Cl)cccc5Cl,train
DEKOLS2_2907.maegz,c1[nH]nc(c1C)-c(cc2)ccc2-c3c(nn(C)c3)-c4ccncc4,train
GLL_5541.maegz,c1ccccc1C(=O)[N-]S(=O)(=O)c(cccc2)c2-c(cc3)ccc3CN4C(CCC)=NC(=O)C4(C)C,train
GLL_3417.maegz,Cn(n1)ncc1[C@H]([C@@H]23)C[N@@H+](C3)CC2,train
GLL_13570.maegz,[O-]C(=O)c1c(C(C)(C)O)[nH+]c(CCC)n1Cc2ccc(cc2)-c(c3C([O-])=O)cccc3,train
DEKOLS2_110.maegz,N#Cc1c(Cl)c(C)c(cc1)C(=C2C)C(=O)N([C@H]23)CC[C@@H]3O,train
Enamine_3062.maegz,CCCc([nH]cc1)c1C(=O)N(C)C[C@@H]2[C@@H](CCO2)c([nH]n3)nc3C,train
GLL_3768.maegz,[C@H]12CC[C@@H]([N@H+]2C)C[C@H](C1)OC(=O)[C@@](C)(C3)C(=O)Nc(c34)cccc4,train
Enamine_6634.maegz,Cc1nc(on1)[C@H](O2)CN(C[C@H]2C)C(=O)c(c3)ccc(c34)nnn4C,train
GLL_3928.maegz,COc(cc1)ccc1OC[C@H]2[C@@H](CC[N@@H+](C)C2)c3ccccc3,train
MC_96.maegz,COc(cc1)c(OC2)cc1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCCC[N@H+](CCCn(cc23)nn3)Cc(c4)ccc(c45)OCC5,train
PDBuniq_1862.maegz,[O-]C(=O)c1c(O)ccc(c1)O,train
Enamine_2134.maegz,C1CC1CN(CCC([O-])=O)C(=O)c2cc(C)n(n2)C,train
GLL_5792.maegz,c1cccc(c1C([O-])=O)-c(cc2)ccc2CO[P@](=O)(CCCCC)OCCOC,train
GLL_16290.maegz,CNc(c(Cl)c1)cc(OC)c1C(=O)N[C@@H]2CN(C)CC[N@@H+](C2)CC,train
GLL_15974.maegz,c1ccccc1CC[NH+](CC2)CCN2c3n(C)nc(c34)c5c(CC4)cccc5,train
DEKOLS2_2202.maegz,[O-]P([O-])(=O)C(F)(F)CCCCCc1c[nH]c(c12)c(=O)[nH]c(n2)N,train
GLL_6826.maegz,c1c(F)cc(F)cc1OC[C@H](CC2)C[N@@H+]([C@H]23)CCN(C3)c(nc4)ccc4Cl,train
Enamine_4083.maegz,n1cc(Cl)ccc1CNC(=O)N(CC2)CCC2n3c(=O)[nH]c(c34)cccc4,train
PDBuniq_3100.maegz,c1cccn(c12)c(cn2)-c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N,train
GLL_8917.maegz,FC(F)(F)c1cc(C(F)(F)F)cc(c1)CCN(C)C(=O)[C@@H](c2ccccc2)N(CC3)CCC3[N@@H+](C)CCCO,train
GLL_4659.maegz,N#Cc1c(=O)[nH]c(C)c(c1)-c2ccc(cc2)OCCC[NH2+]C[C@H](O)COc3ccccc3,train
MC_847.maegz,Cc(n1)scc1CN(CCCC(=O)NC2)CCCNC(=O)c(cc3)cc(OC)c3Oc(c24)cccc4F,train
GLL_11906.maegz,C1COCCN1CCO[C@@]2(c3ccc(cc3)OC)C(=C(C(=O)O2)c(c4)ccc(c45)OCO5)Cc6cc(OC)c(OC)c(c6)OC,train
PDBuniq_4389.maegz,c1cc(F)ccc1NC(=O)c2c(c[nH]n2)NC(=O)c3c(F)cccc3F,train
GLL_713.maegz,[O-][N+](=O)c(c1)ccc(c1OC)S(=O)(=O)n(c(c23)ccc(Cl)c2)c(=O)n3C4CCCCC4,train
GLL_15650.maegz,CC(=O)c(c1)sc(c12)SCCN(C2=O)CCCC[NH+](CC3)CCN3c4ncccn4,train
Enamine_3000.maegz,Cc1cnn(c1)[C@@H]2CCN(C2)C(=O)Nc3cnn(c3)Cc(nn4)n(c45)CCCC5,train
MC_1795.maegz,O=C1CCCCCN1CCC(=O)N(C[C@H]([C@H]([C@H]23)O)OCC2)CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C(=O)N3)Cc4ccccc4,train
GLL_1536.maegz,Cc1c(C)cccc1N(CC2)CCN2C(=O)COc(c3)ccc(c34)[nH]cc4CC[NH3+],train
DEKOLS2_825.maegz,c1ccccc1CC(=O)Nc(ccc2)cc2-c(n3)c(n(c34)ccs4)-c5ccnc(n5)Nc(ccc6)cc6CC[NH+](C)C,train
GLL_4952.maegz,c1cccc(c1C#N)Cn(cc2)c(c23)ccc(c3)Cn(c4=O)c(CCCC)nc(c45)ccc(C)c5,train
Enamine_2103.maegz,OCCNS(=O)(=O)c(c1)cnc(c1C(F)(F)F)NCCCOCC2CC2,train
Enamine_6178.maegz,CC(C)n1nc(cc1C)NC(=O)N[C@H](C)[C@@H]2OCCc(c23)scc3,train
Enamine_7541.maegz,FC(F)(F)c1c(Cl)ccc(c1)S(=O)(=O)N2CC[C@@H]([NH3+])C[C@H]2C,train
DEKOLS2_443.maegz,[O-]C(=O)CCc1c(C)c([nH]c1C)/C=C/2C(=O)Nc(c23)cc(cc3)-c4cc(OC)cc(c4)OC,train
GLL_3316.maegz,COC[C@H]1CCCN1C(=O)c(c2)cc(N)n(c23)nc(n3)-c4nccs4,train
Enamine_2310.maegz,[O-]C(=O)CNC(=O)[C@@H]1Cc(c12)cccc2,train
MC_5.maegz,c12csc(n2)[C@H](CC(C)C)NC(=O)CN(C(=O)Cc3cc(C)no3)CCN(C)C(=O)[C@H](C)NC(=O)CN(C)C(=O)[C@H](NC1=O)Cc4c[nH]c(c45)cccc5,train
GLL_5347.maegz,CC(C)OC(=O)Oc1n[nH]c(=O)c(c12)n(c(n2)CCCC)Cc3ccc(cc3)-c(cccc4)c4-c5[n-]nnn5,train
Enamine_8692.maegz,n1ccccc1CN(C)C(=O)[C@@]2(N)CCc(c23)c(OC)ccc3,train
Enamine_10207.maegz,[nH]1nccc1CC(=O)NC[C@@H]2C[C@H](F)CN2Cc3ccnn3C,train
GLL_13250.maegz,c1cccc(c1C([O-])=O)-c(cc2)ccc2CN(c(c34)ncc(C)c3)C(=NS4(=O)=O)SCCC,train
PDBuniq_2025.maegz,COc(cc1)ccc1Nc(nc2)nc(c23)n(C4CCCC4)c(n3)Nc5c(F)cccc5,train
Enamine_9127.maegz,Cc1cc(ccc1)N(CC2)CCN2C(=O)N[C@@H]3CCN(C3)c4ccccn4,train
Enamine_8050.maegz,c1ccccc1C(=O)N(C2)CCC[C@H]2C(=O)N[C@H]3CC[N@@H+](CC3)[C@@H]4CCOC4,train
Enamine_3480.maegz,C1CC1S(=O)(=O)NCc2cn(nn2)Cc(n3)cn(c34)cc(C)cc4,train
MC_2164.maegz,FC(F)(F)c1nn(C)c(c12)sc(c2)C(=O)N(C3)C[C@@H]([C@H]34)OCc5cc(ccc5)Oc6c(OC)ccc(c6)CN(C)CC(=O)N4,train
GLL_11388.maegz,FC(F)(F)S(=O)(=O)[N-]c(c1)ccc(OC)c1C[C@H]([C@@H]2O)C(C)(C)Oc(c23)ccc(c3)OCc(n4)sc(c45)cc(F)c(F)c5,train
GLL_12961.maegz,C[C@@H](O)[C@@H](C)OC(=O)[C@H](C1)C[N@H+](C)[C@H](C2)[C@H]1c3cccc4n(C(C)C)cc2c34,train
DEKOLS2_1377.maegz,CC(=O)c1ccc(cc1)[C@@H](C2)C(=C3C(CC4)=CC(=O)CC3)[C@@H]4[C@H](CC5)[C@]2(C)[C@]56C(=C)OC(=N6)CC,train
DEKOLS2_2594.maegz,s1cccc1CC(=O)Nc(c2)c(C)cc(c23)[nH]nc3/C=C/c4cc(ccc4)NC(=O)N5CC[NH+](C)CC5,train
MC_746.maegz,COCCOc(cc12)cc(c1)Oc3cc(ccc3)CO[C@@H]4[C@@H](NC(=O)NCCNC2=O)CC[N@H+](C4)Cc(cc5)cc(c56)n(C)cc6,train
DEKOLS2_216.maegz,c1ccc(O)cc1-c2c(-c3ccncc3)nn(c24)c(ccn4)-c5ccc(cc5)N[C@H]([C@@H]67)C[N@@H+](CC7)CC6,train
DEKOLS2_409.maegz,c1cccc(c12)ncc(c2)-c3cccnc3,train
MC_2938.maegz,c1cc(Cl)ccc1C2(CCC2)C(=O)N[C@H](C3)CN([C@@H]34)C(=O)CCCNC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)C[C@H](C)CC[C@@H](C(C)C)NC4=O,train
GLL_536.maegz,c1cccc(OCC([O-])=O)c1C[C@@H]([C@@H]23)[C@H]([C@@H](O3)CC2)c(n4)occ4C(=O)NCCCCC5CCCCC5,train
Enamine_6875.maegz,C1CC(=O)Nc(c12)cc(F)c(c2)NC(=O)[C@@H]3[C@H](OCC3)c4ccnn4CCCOC,train
GLL_4712.maegz,COc(c(I)c1)c(I)cc1C[C@@H]2[NH2+]CCc(c23)cc(O)cc3,train
Enamine_6312.maegz,c1ccnc(c1C(F)(F)F)C(=O)N(C[C@H]2C)C[C@@H](O2)c(on3)nc3C,train
GLL_2747.maegz,C#C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n(cn2)c(c23)ncnc3NCCS(=O)(=O)NCC,train
GLL_1611.maegz,CNC(=O)c(c1)ccc2[nH]c(c3c12)CC[C@H](C3)[NH3+],train
GLL_1234.maegz,c12c3c[nH]c1cc(C(C)(C)C)cc2[C@@H]4[C@H](C3)[N@H+](C)C[C@@H](C4)CNC(=O)c5ccccc5,train
GLL_429.maegz,c1ncccc1OCC[C@H](CCC([O-])=O)CCCCNS(=O)(=O)c2ccc(Cl)cc2,train
GLL_12137.maegz,Oc1c(O)ccc(c12)C[C@H](CC2)[N@H+](CCC)CCOc(c3C)c(C)ccc3,train
GlideDecoy_549.maegz,N#CC1=C(C)\C(C(=O)N(C)C1=O)=C\NN(C(=O)c2ccc3)C(=O)c4ccc(c3c24)N(C)CCO,train
DEKOLS2_1280.maegz,C[NH+](C)Cc(n1)[nH]c(=O)c(c1c23)sc2ccc(c3)-c4ccc[nH]4,train
PDBuniq_4180.maegz,C[NH2+]Cc1ccc(cc1)-c2ncnc(c23)[nH]cn3,train
MC_2982.maegz,Cc1c[nH]c([nH+]1)CNC(=O)[C@H](NC(=O)[C@H](C)NC2=O)Cc(cc3)ccc3OCC(=O)N[C@@H](C(=O)N([C@@H]24)CCC4)Cc5ccccc5,train
GLL_8997.maegz,c1cccc(OC)c1C(=O)C[C@H](c(cc2C([O-])=O)ccc2)CC(=O)c3ccc(Cl)cc3,train
GLL_5895.maegz,c1ccccc1C/C=C\2N[C@@H](C(=O)N(CCC)c(c23)cccc3)NC(=O)Nc4ccc(cc4)N5CCN(CC5)c6ccncc6,train
Enamine_5231.maegz,n1ccccc1-c(ccc2)c(C)c2C(=O)N(CC3)CCC3c4ncn[nH]4,train
GLL_507.maegz,[O-]C(=O)Cc1ccc(cc1)CC2(CCCC2)CNS(=O)(=O)c(cc3)ccc3C,train
Enamine_9516.maegz,N#Cc1ccc([n-]1)C(=O)NC[C@H]2[C@@H](OCCC2)c3ccnn3C,train
GLL_11732.maegz,c1ccccc1CCC=C2CC[N@@H+](CC2)Cc3c[nH]c(c34)cccc4,train
GLL_1088.maegz,CCC[NH+](CCC)[C@@H](C[C@@H]1CN2)Cc3c(ccc2c13)-c4nccs4,train
GLL_3730.maegz,o1cccc1C[C@]23CC[N@H+](C2)CCC3,train
DEKOLS2_620.maegz,c1cccc(c12)sc(c2)[C@H](O)[C@H]3CCCC([C@@]34C)=Cc5c(C4)cnn5-c6ccc(F)cc6,train
Enamine_3790.maegz,c1c(Cl)sc(Cl)c1C(=O)N2C[C@H](OC)C[C@@H]2c(o3)nnc3C,train
GLL_9971.maegz,C1CCCC[NH+]1[C@@H](C)c2ccc([nH]2)-c3c(OC)ccc(c3)S(=O)(=O)CC,train
DEKOLS2_1256.maegz,[O-]C(=O)/C=C/c1cc(ccc1)-c2cncc(n2)N[C@H]3CC[C@H]([NH3+])CC3,train
Enamine_7442.maegz,n1nn[n-]c1CCC(=O)N2CC[C@H](CC3)[C@@]23c4cccnc4,train
GlideDecoy_240.maegz,FC(F)(F)c(c1)cnc(c(n2)N)c1n(c23)nnc3-c4cccn4C,train
MC_310.maegz,C1CCCCCN1C(=O)CCC(=O)N(Cc(cc23)on3)CCNC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@H](C)NC2=O)Cc5ccccc5,train
PDBuniq_576.maegz,CCCCCCCO[C@@H](O1)C[C@@H](O)[C@H](O)[C@H]1CO,train
GLL_4352.maegz,N1C=[NH+]C[C@]12C[C@@H]3[C@@H](CC2)Cc4c(C3)cccc4,train
DEKOLS2_1701.maegz,CC(C)(C)CC(=O)O/C=C\Cn(c1)c(=O)[nH]c(=O)c1C,train
GLL_10865.maegz,c1ccccc1NC(=O)NCC[C@H]2CC[N@@H+](CC2)CC(=C3)COc(c34)cccc4,train
GlideDecoy_1630.maegz,c1cccc(c12)nc(N(C)C)cc2NC(=O)C[NH2+]CCc3c[nH]c(c34)cccc4,train
GLL_10268.maegz,[O-]C(=O)[C@@H]([NH3+])CC(=O)Nc(ccc1)cc1[C@H](C[NH+]2CCCC2)N(C)C(=O)Cc3cc(Cl)c(Cl)cc3,train
PDBuniq_4222.maegz,C1C[NH+](C)CCN1C(=O)c2ccc(O)cc2,train
Enamine_1575.maegz,[O-]C(=O)[C@H](C)Oc1c(F)cc(cc1)NC(=O)c(scn2)c2C(C)(C)C,train
Enamine_4142.maegz,FC1(F)CCC(CC1)CC(=O)N(C2)CCC[C@H]2c3cc(n[nH]3)N4CC[NH2+]CC4,train
Enamine_549.maegz,o1nc(C)cc1CNC(=O)N(CC2=O)CN2CCOC,train
Enamine_2431.maegz,[O-]C(=O)c1ccc(cc1)S(=O)(=O)N2CCOC[C@@H]2C3CC3,train
GLL_3473.maegz,CO/N=C(\C#N)C1=CCCN(C1)O,train
PDBuniq_3076.maegz,C1OCC1(C)COc(c2)ccc(c23)n(cn3)-c(cc4)nc(c45)c(ccc5)N(CC6)CCC6[NH3+],train
GLL_2177.maegz,s1cnnc1NC(=O)Nc(c2)ccc(c23)n(C)cc3,train
Enamine_4500.maegz,CS(=O)(=O)[C@H](C)C(=O)N(C)Cc(cc1)ccc1C([O-])=O,train
DEKOLS2_1985.maegz,[O-]C(=O)\C=C(C)\C=C\CNc(c1)cc(C(C)(C)C)cc1C(C)(C)C,train
Enamine_338.maegz,C1COCCC1[C@H](C([O-])=O)CNC(=O)COc(c2C)ccc(C)c2,train
PDBuniq_629.maegz,s1ccnc1C(=N2)NC(CN(C3)[C@H](C([O-])=O)CC3(F)F)=C(C(=O)OC)[C@]2(C)c4ccc(F)cc4,train
PDBuniq_3679.maegz,c1ccccc1CN(C)C(=O)c(c2)c(O)cc(c23)[nH]nc3Cc4cc(C)ccc4,train
GLL_11324.maegz,CC(=O)OCCSCC(=O)NC/C=C\COc(ncc1)cc1C[NH+]2CCCCC2,train
Enamine_1694.maegz,c1ccnc(c1C(F)(F)F)N(C2)CCC[C@H]2C(=O)N3CCC[C@H]3c4cnn(C)c4,train
GLL_9287.maegz,c1ccccc1[C@@H](O)CNC(=O)[C@H](C/C2=N/OC)N(C2)C(=O)c3ccc(cc3)-c(c4C)cccc4,train
PDBuniq_1002.maegz,s1ccnc1NC(=O)[C@@H](c2ccccc2)N(C3=O)Cc(c34)cccc4,train
GLL_672.maegz,c1cccc(c12)COc3c(cc(CC([O-])=O)cc3)[C@H]2SCCNS(=O)(=O)c4ccccc4,train
PDBuniq_83.maegz,Cc1cc(ccc1)-n(n2)c(cc2C(C)(C)C)NC(=O)Nc3ccc(cc3)Nc4ncnc(c45)ccc(c5)N,train
GLL_723.maegz,c1cccc(Cl)c1[C@]2(NC(=O)CC)C(=O)N(c(c23)ccc(Cl)c3)S(=O)(=O)c(c4OC)ccc(c4)OC,train
Enamine_4866.maegz,[C@H]12[C@H](C1)[C@H]3C[C@H]([C@@H]2C3)C(=O)Nc(cc4)cc(c4C([O-])=O)OC,train
Enamine_1703.maegz,C1CCCN1c(cccc2)c2CN(C)C(=O)N[C@@H]3CCCN(C3)c4ncccn4,train
GLL_3402.maegz,c1cnccc1-c(sc(n2)NC(=O)C)c2-c3ccc(cc3)OCCCC,train
GLL_10273.maegz,CCc(c1O)c(OC)cc2c1C(=O)C[C@H]([C@H]23)C[N@@H+](C)C3,train
DEKOLS2_1543.maegz,[O-]C(=O)/C=C(\C)c(c1)ccc(c12)[nH]cc2-c(c(c3C(C)(C)C)OCC(F)F)cc(c3)C(C)(C)C,train
Enamine_32.maegz,COc(cc1)c(F)cc1C(=O)NC[C@@H]2[C@H](O)C[C@H](C2)c(on3)nc3C,train
Enamine_9292.maegz,Cc1noc(CC)c1C(=O)N(C)C[C@H]2[C@@H](N(C)CCO2)c3ccccc3,train
Enamine_7096.maegz,N1C(=O)N[C@H](C1=O)CCC(=O)N(C)Cc2csc(n2)C,train
PDBuniq_3879.maegz,c1cccc(OC)c1C(\[C@H](C)CC)=C\c2coc(c23)[nH+]c(N)nc3N,train
Enamine_8392.maegz,FC(F)c1ccc(cc1)S(=O)(=O)N2CCN(C)C[C@@H]2c3ccccc3,train
GLL_3040.maegz,CCCCCC(=O)Nc(n1)sc(c1-c2ccccc2)-c3ccc(=O)n(n3)C(C)C,train
Enamine_8493.maegz,CCc1ccc(cc1)C[N@H+](C2)CCC[C@H]2n(nc3)c(=O)cc3N(C4)CC[C@@H]4O,train
GLL_5220.maegz,CCCOC(=O)c1c(Cl)nc(CCCC)n1Cc2ccc(cc2)-c(c3C([O-])=O)cccc3,train
Enamine_3320.maegz,CC[C@@H](C(=O)N)NC(=O)c1c(CC)n(C(C)(C)C)nc1,train
GLL_2207.maegz,C[C@@H]([NH3+])Cc1n[nH]c(c12)ccc(Br)c2,train
PDBuniq_1287.maegz,[O-]C(=O)c1ccc(cc1)O[C@H](CC2)CC[C@@H]2NC(=O)NC34C[C@@H]5C[C@H](C3)C[C@H](C4)C5,train
GLL_14072.maegz,c1ccccc1CCC[NH+](CC2)CCN2c3cccc(c34)sc(c4)CO,train
GLL_11002.maegz,CCOC(=O)c1cccc(c12)nc(CCC)n2Cc3ccc(cc3)-c(n(CC)c(C)c4)c4-c5[n-]nnn5,train
Enamine_4402.maegz,[O-]C(=O)COc(ccc1)cc1C(=O)N2CCCN(CC2)C(=O)c3ccccc3,train
Enamine_4760.maegz,[O-]C(=O)c1cc(ccc1)CNC(=O)c2coc(c23)cccc3,train
GLL_15106.maegz,c1cccc(Cl)c1CC[NH+](CC2)CCN2c3n[nH]c(c34)c5c(CC4)cccc5,train
GLL_15026.maegz,CN(O)C(=O)c1cccc(c12)nc(OCC)n2Cc3ccc(cc3)-c(n(CC)c(C)c4)c4-c5[n-]nnn5,train
GLL_5902.maegz,C[NH+](C)CC(=O)NCC(=O)N(C)c(ccc1Cl)c(Cl)c1COc2cccn(c23)c(Br)c(n3)C,train
GLL_2690.maegz,c1ccccc1C[N@H+](CC2)CC[C@@H]2COc3nnnn3-c(cc4)ccc4C,train
GLL_9812.maegz,ONC(=O)CCC/C=C\C[C@@H]([C@H]12)[C@H]([C@@H](C1)CC2)NS(=O)(=O)c(cc3)ccc3O,train
GLL_7387.maegz,c1ccccc1C(OCCO)(c2ccccc2)[C@@H](C([O-])=O)Oc(n3)nc(OC)cc3C,train
GLL_11615.maegz,C1CC1C(=O)[N-]S(=O)(=O)c(cccc2)c2-c(cc3)ccc3Cn(nc4C(C)C)c(=O)c(c45)cccc5,train
GlideDecoy_1264.maegz,c1cccc(c12)n3c(n2C)nc(C)c3C(=O)N\N=C\c4ccc(OC)c(c45)cccc5OC,train
GlideDecoy_1091.maegz,n1ccccc1NS(=O)(=O)c(cc2)cc(c2c34)Cc3cc(cc4)S(=O)(=O)Nc5ccccn5,train
GlideDecoy_1128.maegz,c1c(Br)ccc(c12)[nH]c(C(=O)OC)c2NC(=O)CN3CC[NH+](CC3)C/C=C/c4ccccc4,train
GLL_13773.maegz,CC(C)[NH2+]C[C@H](O)COc(c1C)c(cc(C)[nH+]1)OCc2ccc(cc2)-c(cccc3)c3-c4[n-]nnn4,train
PDBuniq_4370.maegz,CCc1c(O)cc(O)c(c1)-c2n[nH]c(C)c2-c3c(F)cccc3,train
GLL_8338.maegz,FC(F)(F)c1cc(C(F)(F)F)cc(c1)COC[C@]2(CNC(=O)N2)c3ccccc3,train
GLL_4741.maegz,c1ccccc1COc(cc2)c(NS(=O)(=O)C)cc2[C@H](O)C[NH2+]CCOc(cc3)cc4[nH]c(c5c34)CCCC5,train
PDBuniq_3929.maegz,C[N+](C)(C)CCP([O-])([O-])=O,train
MC_2435.maegz,c1cc(Cl)ccc1-c(nc2)ncc2C[N@H+](CCCNC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C)N3)CCCC(=O)N[C@H](C3=O)Cc4ccccc4,train
PDBuniq_3413.maegz,c1cccc(c12)nc([nH]c2=O)CCC(=O)N[C@H](C)c3ccc(cc3)-n4ccnc4,train
DEKOLS2_1389.maegz,c1cccc(Cl)c1CN(c(cc2)cc(Cl)c2C#N)[C@H]3CCN(C3)C(=O)OC,train
GlideDecoy_1904.maegz,c1cc(Cl)ccc1C(C)(C)C#Cc2c(C(C)C)[nH+]c(N)nc2N,train
MC_381.maegz,Cn(n1)c(C)c(c1C)-c(nn2C)cc2C(=O)N(CCCNC(=O)CC3)CCCCN(C)C(=O)[C@H](C)NC(=O)COc(cc34)c(cc4)OC,train
Enamine_992.maegz,o1c(Cl)ccc1-c2nc(on2)[C@@H](C3)CCc(c34)nnn4C5CCCC5,train
Enamine_1359.maegz,[O-]C(=O)c1c(C)oc(c1)CNS(=O)(=O)c(cnc2)cc2OC,train
PDBuniq_3923.maegz,C1CCO[C@H]2[C@@]1(C)Oc(c3[C@@]24COC(N)=[NH+]4)ccc(c3)-c5c(F)nccc5,train
GLL_11911.maegz,C1CCCC12CC(=O)N(C(=O)C2)CCCC[N@@H+](CCC)[C@@H](C3)COc(c34)cccc4OC,train
Enamine_4750.maegz,c1nn(C)c(OC)c1C(=O)N([C@H]2C([O-])=O)CCc(c23)occ3,train
Enamine_149.maegz,CC[C@@](C([O-])=O)(C)NC(=O)c1csc(n1)-c2ccc(cc2)OC,train
GLL_6485.maegz,Oc1cccc(c12)C[C@H](CC2)[N@@H+](CCC)CCCCCC[NH2+]CCc3cc(O)c(O)cc3,train
GLL_8406.maegz,FC(F)(F)[C@]1(C)OC[C@@H](O)c(c12)cc(OC)c(c2)C[NH2+][C@@H](CCC[NH2+]3)[C@H]3c4ccccc4,train
GLL_14097.maegz,CC(=O)NCc1cc(ccc1)-c2csc(n2)NC(=[NH2+])NC,train
PDBuniq_4378.maegz,[nH]1ncc(c1C)-c2ccccc2,train
Enamine_8440.maegz,Cc(o1)cc(C)c1C(=O)NC[C@H](CC2=O)[C@@H](N2CC)c3n(C)cc[nH+]3,train
GLL_10583.maegz,CC[NH+](CC)CCc1nc(cs1)-c(c2C)c(C)cc(C)c2,train
GLL_964.maegz,c1ccccc1C(=O)N2[C@@H](CC[C@@H]23)C[C@@H](C3)C[NH2+]C[C@H](O4)COc(c45)ccc(Cl)c5,train
PDBuniq_763.maegz,c1ccc(OC(F)(F)F)cc1NC(=O)[C@@H]2CCCN2C(=O)Nc3cn(C(=O)N)c(c34)cccc4,train
